Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for windows-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:56:32 by "" with unknown MS VC++:1916
Memory: 4k page, physical 16659684k(9509300k free), swap 23213284k(9280100k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=2147483648 -XX:MaxNewSize=697933824 -XX:MaxTenuringThreshold=6 -XX:NewSize=697933824 -XX:OldPLABSize=16 -XX:OldSize=1395867648 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseConcMarkSweepGC -XX:-UseLargePagesIndividualAllocation -XX:+UseParNewGC 
2020-09-29T18:31:19.254+0200: 0.279: [GC (Allocation Failure) 2020-09-29T18:31:19.254+0200: 0.279: [ParNew: 545344K->39977K(613440K), 0.0348668 secs] 545344K->39977K(2029056K), 0.0349941 secs] [Times: user=0.22 sys=0.03, real=0.04 secs] 
2020-09-29T18:32:25.984+0200: 67.008: [GC (Allocation Failure) 2020-09-29T18:32:25.984+0200: 67.008: [ParNew: 577780K->52806K(613440K), 0.0197416 secs] 600677K->75703K(2029056K), 0.0198000 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:26.054+0200: 67.078: [GC (Allocation Failure) 2020-09-29T18:32:26.054+0200: 67.078: [ParNew: 598150K->36042K(613440K), 0.0137598 secs] 621047K->58939K(2029056K), 0.0138484 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:26.114+0200: 67.139: [GC (Allocation Failure) 2020-09-29T18:32:26.114+0200: 67.139: [ParNew: 581386K->37338K(613440K), 0.0177957 secs] 604283K->60235K(2029056K), 0.0178575 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:26.180+0200: 67.205: [GC (Allocation Failure) 2020-09-29T18:32:26.180+0200: 67.205: [ParNew: 582682K->54730K(613440K), 0.0218162 secs] 605579K->77627K(2029056K), 0.0218815 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:26.253+0200: 67.278: [GC (Allocation Failure) 2020-09-29T18:32:26.253+0200: 67.278: [ParNew: 600074K->40556K(613440K), 0.0107736 secs] 622971K->63453K(2029056K), 0.0108468 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:26.324+0200: 67.349: [GC (Allocation Failure) 2020-09-29T18:32:26.324+0200: 67.349: [ParNew: 585900K->31126K(613440K), 0.0165306 secs] 608797K->54023K(2029056K), 0.0166071 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:26.392+0200: 67.417: [GC (Allocation Failure) 2020-09-29T18:32:26.392+0200: 67.417: [ParNew: 576470K->46185K(613440K), 0.0204801 secs] 599367K->69082K(2029056K), 0.0205486 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:26.465+0200: 67.490: [GC (Allocation Failure) 2020-09-29T18:32:26.465+0200: 67.490: [ParNew: 591529K->61951K(613440K), 0.0201881 secs] 614426K->84847K(2029056K), 0.0202553 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:26.534+0200: 67.558: [GC (Allocation Failure) 2020-09-29T18:32:26.534+0200: 67.558: [ParNew: 607295K->50854K(613440K), 0.0179233 secs] 630191K->73750K(2029056K), 0.0179784 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:26.601+0200: 67.625: [GC (Allocation Failure) 2020-09-29T18:32:26.601+0200: 67.625: [ParNew: 596198K->42844K(613440K), 0.0189306 secs] 619094K->65741K(2029056K), 0.0189871 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:26.671+0200: 67.696: [GC (Allocation Failure) 2020-09-29T18:32:26.671+0200: 67.696: [ParNew: 588188K->38717K(613440K), 0.0167546 secs] 611085K->61613K(2029056K), 0.0168167 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:26.738+0200: 67.762: [GC (Allocation Failure) 2020-09-29T18:32:26.738+0200: 67.762: [ParNew: 584061K->35150K(613440K), 0.0156174 secs] 606957K->58047K(2029056K), 0.0156715 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:26.800+0200: 67.824: [GC (Allocation Failure) 2020-09-29T18:32:26.800+0200: 67.824: [ParNew: 580494K->57608K(613440K), 0.0194586 secs] 603391K->80504K(2029056K), 0.0195415 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:26.868+0200: 67.892: [GC (Allocation Failure) 2020-09-29T18:32:26.868+0200: 67.892: [ParNew: 602952K->66084K(613440K), 0.0236361 secs] 625848K->88981K(2029056K), 0.0236902 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:26.938+0200: 67.962: [GC (Allocation Failure) 2020-09-29T18:32:26.938+0200: 67.962: [ParNew: 611428K->53784K(613440K), 0.0185149 secs] 634325K->76681K(2029056K), 0.0185699 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:27.003+0200: 68.028: [GC (Allocation Failure) 2020-09-29T18:32:27.003+0200: 68.028: [ParNew: 599128K->38309K(613440K), 0.0094971 secs] 622025K->61205K(2029056K), 0.0095555 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:27.060+0200: 68.084: [GC (Allocation Failure) 2020-09-29T18:32:27.060+0200: 68.084: [ParNew: 583653K->31835K(613440K), 0.0153379 secs] 606549K->54731K(2029056K), 0.0154145 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:27.127+0200: 68.152: [GC (Allocation Failure) 2020-09-29T18:32:27.127+0200: 68.152: [ParNew: 577179K->28470K(613440K), 0.0136207 secs] 600075K->51367K(2029056K), 0.0136785 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:27.193+0200: 68.217: [GC (Allocation Failure) 2020-09-29T18:32:27.193+0200: 68.217: [ParNew: 573814K->26588K(613440K), 0.0142558 secs] 596711K->49485K(2029056K), 0.0143111 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:27.261+0200: 68.286: [GC (Allocation Failure) 2020-09-29T18:32:27.261+0200: 68.286: [ParNew: 571932K->43730K(613440K), 0.0185153 secs] 594829K->66627K(2029056K), 0.0185773 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:27.329+0200: 68.354: [GC (Allocation Failure) 2020-09-29T18:32:27.329+0200: 68.354: [ParNew: 589074K->60237K(613440K), 0.0242584 secs] 611971K->83134K(2029056K), 0.0243255 secs] [Times: user=0.19 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:27.406+0200: 68.430: [GC (Allocation Failure) 2020-09-29T18:32:27.406+0200: 68.430: [ParNew: 605581K->50724K(613440K), 0.0218699 secs] 628478K->73620K(2029056K), 0.0219508 secs] [Times: user=0.22 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:27.483+0200: 68.507: [GC (Allocation Failure) 2020-09-29T18:32:27.483+0200: 68.507: [ParNew: 596068K->50754K(613440K), 0.0220483 secs] 618964K->73650K(2029056K), 0.0221218 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:27.552+0200: 68.576: [GC (Allocation Failure) 2020-09-29T18:32:27.552+0200: 68.576: [ParNew: 596098K->50382K(613440K), 0.0201393 secs] 618994K->73279K(2029056K), 0.0202044 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:27.623+0200: 68.648: [GC (Allocation Failure) 2020-09-29T18:32:27.623+0200: 68.648: [ParNew: 595726K->47067K(613440K), 0.0213793 secs] 618623K->69964K(2029056K), 0.0214605 secs] [Times: user=0.23 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:27.691+0200: 68.716: [GC (Allocation Failure) 2020-09-29T18:32:27.691+0200: 68.716: [ParNew: 592411K->48268K(613440K), 0.0184215 secs] 615308K->71165K(2029056K), 0.0184801 secs] [Times: user=0.22 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:27.758+0200: 68.782: [GC (Allocation Failure) 2020-09-29T18:32:27.758+0200: 68.782: [ParNew: 593612K->39144K(613440K), 0.0118983 secs] 616509K->62041K(2029056K), 0.0119666 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:27.822+0200: 68.847: [GC (Allocation Failure) 2020-09-29T18:32:27.822+0200: 68.847: [ParNew: 584488K->20209K(613440K), 0.0123664 secs] 607385K->43105K(2029056K), 0.0124244 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:27.886+0200: 68.911: [GC (Allocation Failure) 2020-09-29T18:32:27.886+0200: 68.911: [ParNew: 565553K->33153K(613440K), 0.0166555 secs] 588449K->56049K(2029056K), 0.0167150 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:27.951+0200: 68.976: [GC (Allocation Failure) 2020-09-29T18:32:27.951+0200: 68.976: [ParNew: 578497K->68096K(613440K), 0.0255646 secs] 601393K->91182K(2029056K), 0.0256379 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:28.024+0200: 69.049: [GC (Allocation Failure) 2020-09-29T18:32:28.024+0200: 69.049: [ParNew: 613440K->68096K(613440K), 0.0252588 secs] 636526K->92235K(2029056K), 0.0253147 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:28.097+0200: 69.121: [GC (Allocation Failure) 2020-09-29T18:32:28.097+0200: 69.121: [ParNew: 613440K->61169K(613440K), 0.0189041 secs] 637579K->85308K(2029056K), 0.0189697 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:28.170+0200: 69.194: [GC (Allocation Failure) 2020-09-29T18:32:28.170+0200: 69.194: [ParNew: 606513K->54697K(613440K), 0.0187946 secs] 630652K->78836K(2029056K), 0.0188644 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:28.238+0200: 69.263: [GC (Allocation Failure) 2020-09-29T18:32:28.238+0200: 69.263: [ParNew: 600041K->38568K(613440K), 0.0171918 secs] 624180K->62708K(2029056K), 0.0172472 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:28.303+0200: 69.328: [GC (Allocation Failure) 2020-09-29T18:32:28.303+0200: 69.328: [ParNew: 583912K->38367K(613440K), 0.0158719 secs] 608052K->62506K(2029056K), 0.0159268 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:28.370+0200: 69.395: [GC (Allocation Failure) 2020-09-29T18:32:28.370+0200: 69.395: [ParNew: 583711K->59738K(613440K), 0.0218025 secs] 607850K->83877K(2029056K), 0.0218695 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:28.441+0200: 69.466: [GC (Allocation Failure) 2020-09-29T18:32:28.441+0200: 69.466: [ParNew: 605082K->42576K(613440K), 0.0174268 secs] 629221K->66716K(2029056K), 0.0174933 secs] [Times: user=0.16 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:28.510+0200: 69.535: [GC (Allocation Failure) 2020-09-29T18:32:28.510+0200: 69.535: [ParNew: 587920K->55386K(613440K), 0.0199141 secs] 612060K->79525K(2029056K), 0.0200030 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:28.579+0200: 69.604: [GC (Allocation Failure) 2020-09-29T18:32:28.580+0200: 69.604: [ParNew: 600730K->43691K(613440K), 0.0189985 secs] 624869K->67830K(2029056K), 0.0190719 secs] [Times: user=0.14 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:28.651+0200: 69.676: [GC (Allocation Failure) 2020-09-29T18:32:28.651+0200: 69.676: [ParNew: 589035K->67971K(613440K), 0.0241662 secs] 613174K->92110K(2029056K), 0.0242242 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:28.724+0200: 69.748: [GC (Allocation Failure) 2020-09-29T18:32:28.724+0200: 69.748: [ParNew: 613315K->60847K(613440K), 0.0180267 secs] 637454K->84987K(2029056K), 0.0180831 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:28.789+0200: 69.813: [GC (Allocation Failure) 2020-09-29T18:32:28.789+0200: 69.813: [ParNew: 606191K->30814K(613440K), 0.0108083 secs] 630331K->54953K(2029056K), 0.0108937 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:28.847+0200: 69.871: [GC (Allocation Failure) 2020-09-29T18:32:28.847+0200: 69.871: [ParNew: 576158K->38729K(613440K), 0.0159329 secs] 600297K->62868K(2029056K), 0.0159937 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:28.909+0200: 69.934: [GC (Allocation Failure) 2020-09-29T18:32:28.909+0200: 69.934: [ParNew: 584073K->42001K(613440K), 0.0152353 secs] 608212K->66140K(2029056K), 0.0152896 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:28.974+0200: 69.999: [GC (Allocation Failure) 2020-09-29T18:32:28.974+0200: 69.999: [ParNew: 587345K->31560K(613440K), 0.0134918 secs] 611484K->55699K(2029056K), 0.0135478 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:29.035+0200: 70.060: [GC (Allocation Failure) 2020-09-29T18:32:29.035+0200: 70.060: [ParNew: 576904K->49515K(613440K), 0.0184554 secs] 601043K->73654K(2029056K), 0.0185099 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:29.105+0200: 70.130: [GC (Allocation Failure) 2020-09-29T18:32:29.105+0200: 70.130: [ParNew: 594859K->44182K(613440K), 0.0174802 secs] 618998K->68321K(2029056K), 0.0175488 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:29.174+0200: 70.199: [GC (Allocation Failure) 2020-09-29T18:32:29.174+0200: 70.199: [ParNew: 589526K->60129K(613440K), 0.0219132 secs] 613665K->84268K(2029056K), 0.0219779 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:29.243+0200: 70.267: [GC (Allocation Failure) 2020-09-29T18:32:29.243+0200: 70.267: [ParNew: 605473K->51795K(613440K), 0.0210328 secs] 629612K->75934K(2029056K), 0.0211005 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:29.312+0200: 70.337: [GC (Allocation Failure) 2020-09-29T18:32:29.312+0200: 70.337: [ParNew: 597139K->42149K(613440K), 0.0156571 secs] 621278K->66288K(2029056K), 0.0157120 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:29.376+0200: 70.400: [GC (Allocation Failure) 2020-09-29T18:32:29.376+0200: 70.400: [ParNew: 587493K->61046K(613440K), 0.0195067 secs] 611632K->85186K(2029056K), 0.0195921 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:29.447+0200: 70.472: [GC (Allocation Failure) 2020-09-29T18:32:29.447+0200: 70.472: [ParNew: 606390K->43621K(613440K), 0.0138862 secs] 630530K->67760K(2029056K), 0.0139413 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:29.511+0200: 70.536: [GC (Allocation Failure) 2020-09-29T18:32:29.511+0200: 70.536: [ParNew: 588965K->54238K(613440K), 0.0238617 secs] 613104K->78377K(2029056K), 0.0239222 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:29.585+0200: 70.609: [GC (Allocation Failure) 2020-09-29T18:32:29.585+0200: 70.609: [ParNew: 599582K->47557K(613440K), 0.0187081 secs] 623721K->71696K(2029056K), 0.0187784 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:29.659+0200: 70.684: [GC (Allocation Failure) 2020-09-29T18:32:29.659+0200: 70.684: [ParNew: 592901K->38318K(613440K), 0.0129257 secs] 617040K->62457K(2029056K), 0.0129859 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:29.722+0200: 70.746: [GC (Allocation Failure) 2020-09-29T18:32:29.722+0200: 70.746: [ParNew: 583662K->35726K(613440K), 0.0168193 secs] 607801K->59865K(2029056K), 0.0168899 secs] [Times: user=0.14 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:29.786+0200: 70.811: [GC (Allocation Failure) 2020-09-29T18:32:29.786+0200: 70.811: [ParNew: 581070K->48941K(613440K), 0.0171722 secs] 605209K->73080K(2029056K), 0.0172279 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:29.854+0200: 70.878: [GC (Allocation Failure) 2020-09-29T18:32:29.854+0200: 70.878: [ParNew: 594285K->39087K(613440K), 0.0146670 secs] 618424K->63226K(2029056K), 0.0147270 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:29.917+0200: 70.941: [GC (Allocation Failure) 2020-09-29T18:32:29.917+0200: 70.941: [ParNew: 584431K->28519K(613440K), 0.0138506 secs] 608570K->52658K(2029056K), 0.0139066 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:29.979+0200: 71.004: [GC (Allocation Failure) 2020-09-29T18:32:29.979+0200: 71.004: [ParNew: 573863K->30969K(613440K), 0.0124085 secs] 598002K->55108K(2029056K), 0.0124606 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:30.043+0200: 71.068: [GC (Allocation Failure) 2020-09-29T18:32:30.043+0200: 71.068: [ParNew: 576313K->29084K(613440K), 0.0124499 secs] 600452K->53223K(2029056K), 0.0125045 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:30.103+0200: 71.128: [GC (Allocation Failure) 2020-09-29T18:32:30.103+0200: 71.128: [ParNew: 574428K->43019K(613440K), 0.0184488 secs] 598567K->67158K(2029056K), 0.0185052 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:30.169+0200: 71.193: [GC (Allocation Failure) 2020-09-29T18:32:30.169+0200: 71.193: [ParNew: 588363K->60858K(613440K), 0.0218858 secs] 612502K->84997K(2029056K), 0.0219448 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:30.240+0200: 71.265: [GC (Allocation Failure) 2020-09-29T18:32:30.240+0200: 71.265: [ParNew: 606202K->68096K(613440K), 0.0220694 secs] 630341K->92272K(2029056K), 0.0221472 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:30.310+0200: 71.335: [GC (Allocation Failure) 2020-09-29T18:32:30.310+0200: 71.335: [ParNew: 613440K->50752K(613440K), 0.0214520 secs] 637616K->74928K(2029056K), 0.0215213 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:30.381+0200: 71.406: [GC (Allocation Failure) 2020-09-29T18:32:30.381+0200: 71.406: [ParNew: 596096K->40051K(613440K), 0.0162201 secs] 620272K->64227K(2029056K), 0.0163095 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:30.450+0200: 71.475: [GC (Allocation Failure) 2020-09-29T18:32:30.450+0200: 71.475: [ParNew: 585395K->43949K(613440K), 0.0184139 secs] 609571K->68125K(2029056K), 0.0184688 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:30.519+0200: 71.544: [GC (Allocation Failure) 2020-09-29T18:32:30.519+0200: 71.544: [ParNew: 589293K->35568K(613440K), 0.0105622 secs] 613469K->59744K(2029056K), 0.0106225 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:30.581+0200: 71.606: [GC (Allocation Failure) 2020-09-29T18:32:30.582+0200: 71.606: [ParNew: 580912K->51169K(613440K), 0.0217907 secs] 605088K->75346K(2029056K), 0.0218888 secs] [Times: user=0.22 sys=0.03, real=0.02 secs] 
2020-09-29T18:32:30.654+0200: 71.679: [GC (Allocation Failure) 2020-09-29T18:32:30.654+0200: 71.679: [ParNew: 596513K->61917K(613440K), 0.0219361 secs] 620690K->86093K(2029056K), 0.0220164 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:30.723+0200: 71.748: [GC (Allocation Failure) 2020-09-29T18:32:30.723+0200: 71.748: [ParNew: 607261K->48403K(613440K), 0.0203362 secs] 631437K->72579K(2029056K), 0.0203935 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:30.791+0200: 71.815: [GC (Allocation Failure) 2020-09-29T18:32:30.791+0200: 71.815: [ParNew: 593747K->44763K(613440K), 0.0200062 secs] 617923K->68940K(2029056K), 0.0200615 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:30.858+0200: 71.883: [GC (Allocation Failure) 2020-09-29T18:32:30.858+0200: 71.883: [ParNew: 590107K->45988K(613440K), 0.0196054 secs] 614284K->70165K(2029056K), 0.0196627 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:30.927+0200: 71.951: [GC (Allocation Failure) 2020-09-29T18:32:30.927+0200: 71.951: [ParNew: 591332K->43119K(613440K), 0.0198336 secs] 615509K->67295K(2029056K), 0.0199028 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:30.997+0200: 72.022: [GC (Allocation Failure) 2020-09-29T18:32:30.997+0200: 72.022: [ParNew: 588463K->68096K(613440K), 0.0241004 secs] 612639K->92272K(2029056K), 0.0241638 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.072+0200: 72.097: [GC (Allocation Failure) 2020-09-29T18:32:31.072+0200: 72.097: [ParNew: 613440K->68096K(613440K), 0.0305705 secs] 637616K->94639K(2029056K), 0.0306325 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:31.152+0200: 72.177: [GC (Allocation Failure) 2020-09-29T18:32:31.152+0200: 72.177: [ParNew: 613440K->57636K(613440K), 0.0176507 secs] 639983K->84179K(2029056K), 0.0177128 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.219+0200: 72.244: [GC (Allocation Failure) 2020-09-29T18:32:31.219+0200: 72.244: [ParNew: 602980K->41746K(613440K), 0.0160556 secs] 629523K->68290K(2029056K), 0.0161118 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.286+0200: 72.311: [GC (Allocation Failure) 2020-09-29T18:32:31.286+0200: 72.311: [ParNew: 587090K->57861K(613440K), 0.0205597 secs] 613634K->84405K(2029056K), 0.0206274 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.354+0200: 72.379: [GC (Allocation Failure) 2020-09-29T18:32:31.354+0200: 72.379: [ParNew: 603205K->41910K(613440K), 0.0195950 secs] 629749K->68454K(2029056K), 0.0196627 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.426+0200: 72.451: [GC (Allocation Failure) 2020-09-29T18:32:31.426+0200: 72.451: [ParNew: 587254K->40021K(613440K), 0.0165517 secs] 613798K->66565K(2029056K), 0.0166211 secs] [Times: user=0.24 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.494+0200: 72.519: [GC (Allocation Failure) 2020-09-29T18:32:31.494+0200: 72.519: [ParNew: 585365K->37823K(613440K), 0.0171240 secs] 611909K->64367K(2029056K), 0.0172037 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.561+0200: 72.585: [GC (Allocation Failure) 2020-09-29T18:32:31.561+0200: 72.585: [ParNew: 583167K->55275K(613440K), 0.0215332 secs] 609711K->81818K(2029056K), 0.0216092 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.635+0200: 72.660: [GC (Allocation Failure) 2020-09-29T18:32:31.635+0200: 72.660: [ParNew: 600619K->40100K(613440K), 0.0169836 secs] 627162K->66644K(2029056K), 0.0170593 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.702+0200: 72.727: [GC (Allocation Failure) 2020-09-29T18:32:31.702+0200: 72.727: [ParNew: 585444K->55743K(613440K), 0.0185541 secs] 611988K->82287K(2029056K), 0.0186110 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.768+0200: 72.793: [GC (Allocation Failure) 2020-09-29T18:32:31.768+0200: 72.793: [ParNew: 601087K->43981K(613440K), 0.0174724 secs] 627631K->70525K(2029056K), 0.0175573 secs] [Times: user=0.14 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.833+0200: 72.858: [GC (Allocation Failure) 2020-09-29T18:32:31.833+0200: 72.858: [ParNew: 589325K->65284K(613440K), 0.0229294 secs] 615869K->91828K(2029056K), 0.0229929 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.905+0200: 72.929: [GC (Allocation Failure) 2020-09-29T18:32:31.905+0200: 72.929: [ParNew: 610628K->54107K(613440K), 0.0215332 secs] 637172K->80651K(2029056K), 0.0216032 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:31.973+0200: 72.998: [GC (Allocation Failure) 2020-09-29T18:32:31.973+0200: 72.998: [ParNew: 599451K->43560K(613440K), 0.0162031 secs] 625995K->70104K(2029056K), 0.0162609 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:32.036+0200: 73.061: [GC (Allocation Failure) 2020-09-29T18:32:32.036+0200: 73.061: [ParNew: 588904K->66112K(613440K), 0.0209392 secs] 615448K->92656K(2029056K), 0.0210161 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:32.104+0200: 73.129: [GC (Allocation Failure) 2020-09-29T18:32:32.104+0200: 73.129: [ParNew: 611456K->50546K(613440K), 0.0198135 secs] 638000K->77090K(2029056K), 0.0198764 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:32.171+0200: 73.195: [GC (Allocation Failure) 2020-09-29T18:32:32.171+0200: 73.195: [ParNew: 595890K->45739K(613440K), 0.0192162 secs] 622434K->72283K(2029056K), 0.0192826 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:32.237+0200: 73.262: [GC (Allocation Failure) 2020-09-29T18:32:32.237+0200: 73.262: [ParNew: 591083K->42699K(613440K), 0.0184858 secs] 617627K->69243K(2029056K), 0.0185451 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:32.302+0200: 73.326: [GC (Allocation Failure) 2020-09-29T18:32:32.302+0200: 73.326: [ParNew: 588043K->68096K(613440K), 0.0219270 secs] 614587K->94639K(2029056K), 0.0219851 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:32.374+0200: 73.398: [GC (Allocation Failure) 2020-09-29T18:32:32.374+0200: 73.398: [ParNew: 613440K->51023K(613440K), 0.0175735 secs] 639983K->77566K(2029056K), 0.0176439 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:32.441+0200: 73.466: [GC (Allocation Failure) 2020-09-29T18:32:32.441+0200: 73.466: [ParNew: 596367K->68096K(613440K), 0.0228844 secs] 622910K->94639K(2029056K), 0.0229522 secs] [Times: user=0.23 sys=0.01, real=0.02 secs] 
